review,review_type,year,month,market,action,security,eff_date_est,code,ticker
Feb23,QIR,2023,2,China,DEL,GCL SYS INTGR A (HK-C),2023-02-28,,
Feb23,QIR,2023,2,China,DEL,HAICHANG OCEAN PARK HLDG,2023-02-28,,
Feb23,QIR,2023,2,China,DEL,HUAGONG TECH A (HK-C),2023-02-28,,000988
Feb23,QIR,2023,2,China,DEL,OFILM GROUP CO A (HK-C),2023-02-28,,002456.SZ
Feb23,QIR,2023,2,China,DEL,XINJIANG GOLDWIND SCI H,2023-02-28,,
Feb23,QIR,2023,2,HongKong,DEL,HK ELECTRIC INVESTMENTS,2023-02-28,,2638.HK
Feb23,QIR,2023,2,India,ADD,BANK OF BARODA,2023-02-28,,BANKBARODA
Feb23,QIR,2023,2,India,ADD,CG POWER & INDUSTRIAL,2023-02-28,,CGPOWER
Feb23,QIR,2023,2,India,DEL,BIOCON LTD,2023-02-28,,BIOCON.BO
Feb23,QIR,2023,2,Indonesia,DEL,BANK JAGO,2023-02-28,,ARTO.JK
Feb23,QIR,2023,2,Japan,ADD,BAYCURRENT CONSULTING,2023-02-28,,
Feb23,QIR,2023,2,Japan,ADD,MATSUKIYOCOCOKARA & CO,2023-02-28,,3088.T
Feb23,QIR,2023,2,Japan,DEL,ITO EN,2023-02-28,,2593.T
Feb23,QIR,2023,2,Japan,DEL,KAKAKU.COM,2023-02-28,,2371.T
Feb23,QIR,2023,2,Korea,ADD,KAKAOPAY CORP,2023-02-28,,
Feb23,QIR,2023,2,Malaysia,ADD,GAMUDA,2023-02-28,,GAMUDA
Feb23,QIR,2023,2,Malaysia,DEL,HARTALEGA HOLDINGS,2023-02-28,,5168.KL
Feb23,QIR,2023,2,NewZealand,ADD,EBOS GROUP,2023-02-28,,EBO
Feb23,QIR,2023,2,Philippines,DEL,ACEN CORPORATION,2023-02-28,,ACEN
Feb23,QIR,2023,2,Philippines,DEL,GLOBE TELECOM,2023-02-28,,
Feb23,QIR,2023,2,Thailand,ADD,BANPU,2023-02-28,,BPP.BK
May23,SAIR,2023,5,China,ADD,AIMA TECHNOLOGY A (HK-C),2023-05-31,,603529.SS
May23,SAIR,2023,5,China,ADD,ASR MICROELEC A (HK-C),2023-05-31,,688220.SS
May23,SAIR,2023,5,China,ADD,BEIJING E-HUALU A (HK-C),2023-05-31,,300212.SZ
May23,SAIR,2023,5,China,ADD,BEIJING ROBOROCK A(HK-C),2023-05-31,,688169.SS
May23,SAIR,2023,5,China,ADD,BEIJING SHANGHAI A(HK-C),2023-05-31,,601816.SS
May23,SAIR,2023,5,China,ADD,BEIJING TIANTAN A (HK-C),2023-05-31,,600161.SS
May23,SAIR,2023,5,China,ADD,CAMBRICON TECH A (HK-C),2023-05-31,,688256.SS
May23,SAIR,2023,5,China,ADD,CHIFENG JILONG A (HK-C),2023-05-31,,600988.SS
May23,SAIR,2023,5,China,ADD,CHINA NATL MED A (HK-C),2023-05-31,,
May23,SAIR,2023,5,China,ADD,COSCO SHIPPING ENERGY H,2023-05-31,,1138.HK
May23,SAIR,2023,5,China,ADD,FOUNDER SEC A (HK-C),2023-05-31,,601901.SS
May23,SAIR,2023,5,China,ADD,GALAXYCORE A (HK-C),2023-05-31,,688728.SS
May23,SAIR,2023,5,China,ADD,GIANT NETWORK A (HK-C),2023-05-31,,002558.SZ
May23,SAIR,2023,5,China,ADD,GREENLAND HLDGS A (HK-C),2023-05-31,,
May23,SAIR,2023,5,China,ADD,GUANGZHOU BAI IN A(HK-C),2023-05-31,,600004.SS
May23,SAIR,2023,5,China,ADD,HAINAN AIRLINES A (HK-C),2023-05-31,,900945.SS
May23,SAIR,2023,5,China,ADD,HAINAN AIRPORT A (HK-C),2023-05-31,,600515.SS
May23,SAIR,2023,5,China,ADD,HAOHUA CHEMICAL A (HK-C),2023-05-31,,600378.SS
May23,SAIR,2023,5,China,ADD,HEBEI HENSHUI A (HK-C),2023-05-31,,600559.SS
May23,SAIR,2023,5,China,ADD,HEBEI YANGYUAN A (HK-C),2023-05-31,,603156.SS
May23,SAIR,2023,5,China,ADD,HOYMILES POWER A (HK-C),2023-05-31,,688032.SS
May23,SAIR,2023,5,China,ADD,HUAGONG TECH A (HK-C),2023-05-31,,000988
May23,SAIR,2023,5,China,ADD,ISOFTSTONE INFO A (HK-C),2023-05-31,,301236.SZ
May23,SAIR,2023,5,China,ADD,JD LOGISTICS,2023-05-31,,2618.HK
May23,SAIR,2023,5,China,ADD,JINDUICHENG MOL A (HK-C),2023-05-31,,601958.SS
May23,SAIR,2023,5,China,ADD,JINKO SOLAR A (HK-C),2023-05-31,,688223.SS
May23,SAIR,2023,5,China,ADD,KUNLUN TECH CO A (HK-C),2023-05-31,,300418.SZ
May23,SAIR,2023,5,China,ADD,NANJING SEC A (HK-C),2023-05-31,,601990.SS
May23,SAIR,2023,5,China,ADD,NATIONAL SILICON A(HK-C),2023-05-31,,688126.SS
May23,SAIR,2023,5,China,ADD,QI AN XIN TECH A (HK-C),2023-05-31,,688561.SS
May23,SAIR,2023,5,China,ADD,ROCKCHIP ELECT A (HK-C),2023-05-31,,603893.SS
May23,SAIR,2023,5,China,ADD,SANAN OPTOELEC A (HK-C),2023-05-31,,600703.SS
May23,SAIR,2023,5,China,ADD,SDIC POWER HLDGS A(HK-C),2023-05-31,,
May23,SAIR,2023,5,China,ADD,SERES GROUP CO A (HK-C),2023-05-31,,
May23,SAIR,2023,5,China,ADD,SHANXI COAL INTL A(HK-C),2023-05-31,,
May23,SAIR,2023,5,China,ADD,SHEDE SPIRITS A (HK-C),2023-05-31,,600702.SS
May23,SAIR,2023,5,China,ADD,SHENERGY CO A (HK-C),2023-05-31,,600642.SS
May23,SAIR,2023,5,China,ADD,SHENZHEN KAIFA A (HK-C),2023-05-31,,000021.SZ
May23,SAIR,2023,5,China,ADD,SHENZHEN SED A (HK-C),2023-05-31,,000032.SZ
May23,SAIR,2023,5,China,ADD,SHUANGLIANG ECO A (HK-C),2023-05-31,,600481.SS
May23,SAIR,2023,5,China,ADD,SINOLINK SEC CO A (HK-C),2023-05-31,,600109.SS
May23,SAIR,2023,5,China,ADD,SINOMA INTL A (HK-C),2023-05-31,,
May23,SAIR,2023,5,China,ADD,SPRING AIRLINES A (HK-C),2023-05-31,,601021
May23,SAIR,2023,5,China,ADD,SUNRESIN NEW A (HK-C),2023-05-31,,300487.SZ
May23,SAIR,2023,5,China,ADD,UNIVERSAL SCIEN A (HK-C),2023-05-31,,601231.SS
May23,SAIR,2023,5,China,ADD,VERISILICON MIC A (HK-C),2023-05-31,,688521.SS
May23,SAIR,2023,5,China,ADD,WINTIME ENERGY A (HK-C),2023-05-31,,600157.SS
May23,SAIR,2023,5,China,ADD,XINJIANG DAQO A (HK-C),2023-05-31,,688303.SS
May23,SAIR,2023,5,China,ADD,YONGHUI SUPERST A (HK-C),2023-05-31,,601933.SS
May23,SAIR,2023,5,China,ADD,ZHEJIANG LONGSH A (HK-C),2023-05-31,,600352.SS
May23,SAIR,2023,5,China,ADD,ZHEJIANG SANHUA A (HK-C),2023-05-31,,002050.SZ
May23,SAIR,2023,5,China,ADD,ZHEJIANG ZHENENG A(HK-C),2023-05-31,,600023.SS
May23,SAIR,2023,5,China,ADD,ZHONGJIN GOLD A (HK-C),2023-05-31,,600489.SS
May23,SAIR,2023,5,China,DEL,BEIJING CISRI A (HK-C),2023-05-31,,
May23,SAIR,2023,5,China,DEL,BEIJING YUANLIU A (HK-C),2023-05-31,,603267.SS
May23,SAIR,2023,5,China,DEL,CHENGTUN MINING A (HK-C),2023-05-31,,600711.SS
May23,SAIR,2023,5,China,DEL,INNER MONGOL ER A (HK-C),2023-05-31,,900936.SS
May23,SAIR,2023,5,China,DEL,LUOYANG XINQIAN A (HK-C),2023-05-31,,300850.SZ
May23,SAIR,2023,5,China,DEL,PROYA COSMETICS A (HK-C),2023-05-31,,603605.SS
May23,SAIR,2023,5,China,DEL,SEALAND SEC A (HK-C),2023-05-31,,000750.SZ
May23,SAIR,2023,5,China,DEL,SHANDONG WEIFANG A(HK-C),2023-05-31,,301035.SZ
May23,SAIR,2023,5,China,DEL,SHANGHAI MEDICIL A(HK-C),2023-05-31,,688202.SS
May23,SAIR,2023,5,China,DEL,WUHAN DR LASER A (HK-C),2023-05-31,,300776.SZ
May23,SAIR,2023,5,China,DEL,ZHEJIANG HANGKE A (HK-C),2023-05-31,,688006.SS
May23,SAIR,2023,5,China,DEL,ZHEJIANG YONGTAI A(HK-C),2023-05-31,,002326.SZ
May23,SAIR,2023,5,China,DEL,ZHUZHOU HONGDA A (HK-C),2023-05-31,,300726.SZ
May23,SAIR,2023,5,India,ADD,HINDUSTAN AERONAUTICS,2023-05-31,,HAL
May23,SAIR,2023,5,India,ADD,MAX HEALTHCARE INSTITUTE,2023-05-31,,MAXHEALTH
May23,SAIR,2023,5,India,ADD,SONA BLW PRECISION,2023-05-31,,SONACOMS.BO
May23,SAIR,2023,5,India,DEL,ADANI TOTAL GAS,2023-05-31,,ATGL.BO
May23,SAIR,2023,5,India,DEL,ADANI TRANSMISSION,2023-05-31,,
May23,SAIR,2023,5,India,DEL,INDUS TOWERS,2023-05-31,,INDUSTOWER.NS
May23,SAIR,2023,5,Indonesia,ADD,GOTO GOJEK TOKOPEDIA,2023-05-31,,GOTO
May23,SAIR,2023,5,Japan,ADD,KAWASAKI KISEN KAISHA,2023-05-31,,9107.T
May23,SAIR,2023,5,Japan,DEL,NIHON M&A CENTER HLDGS,2023-05-31,,
May23,SAIR,2023,5,Korea,ADD,COSMO ADVANCED MATRLS,2023-05-31,,
May23,SAIR,2023,5,Korea,ADD,HANWHA AEROSPACE,2023-05-31,,012450
May23,SAIR,2023,5,Korea,ADD,KT CORP,2023-05-31,,033780
May23,SAIR,2023,5,Korea,ADD,POSCO INTERNATIONAL,2023-05-31,,047050
May23,SAIR,2023,5,Korea,DEL,CHEIL WORLDWIDE,2023-05-31,,030000.KS
May23,SAIR,2023,5,Korea,DEL,LOTTE SHOPPING CO,2023-05-31,,023530.KS
May23,SAIR,2023,5,Korea,DEL,S1 CORPORATION,2023-05-31,,
May23,SAIR,2023,5,Korea,DEL,SD BIOSENSOR,2023-05-31,,137310.KS
May23,SAIR,2023,5,Malaysia,DEL,HAP SENG CONSOLIDATED,2023-05-31,,3034.KL
May23,SAIR,2023,5,Philippines,DEL,MONDE NISSIN CORP,2023-05-31,,MONDE
May23,SAIR,2023,5,Taiwan,ADD,GLOBAL UNICHIP CORP,2023-05-31,3443,3443
May23,SAIR,2023,5,Taiwan,ADD,WISTRON CORP,2023-05-31,3231,3231
May23,SAIR,2023,5,Thailand,ADD,SIAM MAKRO,2023-05-31,,
May23,SAIR,2023,5,Thailand,DEL,JMT NETWORK SERVICES,2023-05-31,,JMT.BK
May23,SAIR,2023,5,Thailand,DEL,THAI UNION GROUP,2023-05-31,,TU-R.BK
Aug23,QIR,2023,8,China,ADD,ACCELINK TECH A (HK-C),2023-08-31,,002281.SZ
Aug23,QIR,2023,8,China,ADD,ANHUI JIANGHUAI A (HK-C),2023-08-31,,600418.SS
Aug23,QIR,2023,8,China,ADD,ANKER INNOV A (HK-C),2023-08-31,,300866.SZ
Aug23,QIR,2023,8,China,ADD,BAIC BLUEPARK A (HK-C),2023-08-31,,600733.SS
Aug23,QIR,2023,8,China,ADD,BEIJING ORNT YUH A(HK-C),2023-08-31,,
Aug23,QIR,2023,8,China,ADD,BEIQI FOTON MOTR A(HK-C),2023-08-31,,
Aug23,QIR,2023,8,China,ADD,CHINA FILM CO A (HK-C),2023-08-31,,
Aug23,QIR,2023,8,China,ADD,CHINA XD ELEC A (HK-C),2023-08-31,,601179.SS
Aug23,QIR,2023,8,China,ADD,CHONGQING TAIJI A (HK-C),2023-08-31,,600129.SS
Aug23,QIR,2023,8,China,ADD,CNPC CAPITAL A (HK-C),2023-08-31,,000617.SZ
Aug23,QIR,2023,8,China,ADD,EASTROC BEVERAGE A(HK-C),2023-08-31,,605499.SS
Aug23,QIR,2023,8,China,ADD,EOPTOLINK TECH A (HK-C),2023-08-31,,300502.SZ
Aug23,QIR,2023,8,China,ADD,EVERDISPLAY OPTR A(HK-C),2023-08-31,,688538.SS
Aug23,QIR,2023,8,China,ADD,FARASIS ENERGY A (HK-C),2023-08-31,,688567.SS
Aug23,QIR,2023,8,China,ADD,GONGNIU GROUP A (HK-C),2023-08-31,,
Aug23,QIR,2023,8,China,ADD,HANG ZHOU GREAT A (HK-C),2023-08-31,,
Aug23,QIR,2023,8,China,ADD,HISENSE VISUAL A (HK-C),2023-08-31,,600060.SS
Aug23,QIR,2023,8,China,ADD,JIANGSU NHWA A (HK-C),2023-08-31,,002262.SZ
Aug23,QIR,2023,8,China,ADD,JIANGSU PHOENIX A (HK-C),2023-08-31,,601928.SS
Aug23,QIR,2023,8,China,ADD,KINGNET NETWORK A (HK-C),2023-08-31,,002517.SZ
Aug23,QIR,2023,8,China,ADD,ORIENTAL PEARL A (HK-C),2023-08-31,,600637.SS
Aug23,QIR,2023,8,China,ADD,PEOPLE.CN CO A (HK-C),2023-08-31,,603000.SS
Aug23,QIR,2023,8,China,ADD,PIOTECH A (HK-C),2023-08-31,,688072.SS
Aug23,QIR,2023,8,China,ADD,SHANDONG HIMILE A (HK-C),2023-08-31,,002595
Aug23,QIR,2023,8,China,ADD,SHANGHAI MOONS A (HK-C),2023-08-31,,603728.SS
Aug23,QIR,2023,8,China,ADD,SINOTRUK (HONG KONG),2023-08-31,,3808
Aug23,QIR,2023,8,China,ADD,SUZHOU TFC A (HK-C),2023-08-31,,300394.SZ
Aug23,QIR,2023,8,China,ADD,YUNNAN CHIHONG A (HK-C),2023-08-31,,600497.SS
Aug23,QIR,2023,8,China,ADD,YUTONG BUS CO A (HK-C),2023-08-31,,600066.SS
Aug23,QIR,2023,8,China,DEL,BBMG CORP A (HK-C),2023-08-31,,601992.SS
Aug23,QIR,2023,8,China,DEL,CHINA LESSO GROUP HLDGS,2023-08-31,,
Aug23,QIR,2023,8,China,DEL,DAAN GENE CO A (HK-C),2023-08-31,,002030.SZ
Aug23,QIR,2023,8,China,DEL,GREENTOWN SERVICE GROUP,2023-08-31,,2869.HK
Aug23,QIR,2023,8,China,DEL,GUANGDONG KINLO A (HK-C),2023-08-31,,002791.SZ
Aug23,QIR,2023,8,China,DEL,HANGZHOU TIGERMED H,2023-08-31,,
Aug23,QIR,2023,8,China,DEL,HUAXIN CEMENT A (HK-C),2023-08-31,,
Aug23,QIR,2023,8,China,DEL,JAFRON BIOMED A (HK-C),2023-08-31,,300529.SZ
Aug23,QIR,2023,8,China,DEL,JOINN LABS CHINA A(HK-C),2023-08-31,,
Aug23,QIR,2023,8,China,DEL,PHARMARON BEIJING H,2023-08-31,,3759.HK
Aug23,QIR,2023,8,China,DEL,PINGDINGSHAN TI A (HK-C),2023-08-31,,601666.SS
Aug23,QIR,2023,8,China,DEL,PORTON PHARMA A (HK-C),2023-08-31,,300363.SZ
Aug23,QIR,2023,8,China,DEL,SHANGHAI FUDAN MICROEL H,2023-08-31,,1385.HK
Aug23,QIR,2023,8,China,DEL,SHANGHAI LUJIAZUI B(USD),2023-08-31,,
Aug23,QIR,2023,8,China,DEL,TIBET SUMMIT A (HK-C),2023-08-31,,
Aug23,QIR,2023,8,China,DEL,TOLY BREAD A (HK-C),2023-08-31,,603866.SS
Aug23,QIR,2023,8,China,DEL,XINJIANG ZHONGTA A(HK-C),2023-08-31,,002092.SZ
Aug23,QIR,2023,8,China,DEL,YOUNGY CO A (HK-C),2023-08-31,,002192.SZ
Aug23,QIR,2023,8,China,DEL,ZHEJIANG WOLWO A (HK-C),2023-08-31,,300357.SZ
Aug23,QIR,2023,8,India,ADD,ASHOK LEYLAND,2023-08-31,,ASHOKLEY
Aug23,QIR,2023,8,India,ADD,ASTRAL,2023-08-31,,ASTRAL
Aug23,QIR,2023,8,India,ADD,CUMMINS INDIA KIRLOSKAR,2023-08-31,,
Aug23,QIR,2023,8,India,ADD,HDFC ASSET MANAGEMENT,2023-08-31,,HDFCAMC.NS
Aug23,QIR,2023,8,India,ADD,IDFC FIRST BANK,2023-08-31,,IDFCFIRSTB
Aug23,QIR,2023,8,India,ADD,POWER FINANCE CORP,2023-08-31,,PFC.BO
Aug23,QIR,2023,8,India,ADD,REC,2023-08-31,,RECLTD
Aug23,QIR,2023,8,India,ADD,SUPREME INDUSTRIES,2023-08-31,,SUPREMEIND
Aug23,QIR,2023,8,India,DEL,ACC,2023-08-31,,
Aug23,QIR,2023,8,Japan,ADD,ZENSHO HOLDINGS CO,2023-08-31,,7550
Aug23,QIR,2023,8,Japan,DEL,NIPPON SHINYAKU CO,2023-08-31,,4516.T
Aug23,QIR,2023,8,Japan,DEL,NISSHIN SEIFUN GROUP,2023-08-31,,2002.T
Aug23,QIR,2023,8,Korea,ADD,ECOPRO CO,2023-08-31,,086520.KQ
Aug23,QIR,2023,8,Korea,ADD,HANMI SEMICONDUCTOR CO,2023-08-31,,042700
Aug23,QIR,2023,8,Korea,ADD,HANWHA OCEAN,2023-08-31,,042660.KS
Aug23,QIR,2023,8,Korea,ADD,JYP ENTERTAINMENT,2023-08-31,,035900.KQ
Aug23,QIR,2023,8,Korea,DEL,CJ CORP,2023-08-31,,00104K.KS
Aug23,QIR,2023,8,Korea,DEL,EMART CO,2023-08-31,,
Aug23,QIR,2023,8,Malaysia,DEL,TOP GLOVE CORP,2023-08-31,,7113.KL
Aug23,QIR,2023,8,Singapore,ADD,SEMBCORP INDUSTRIES,2023-08-31,,U96
Aug23,QIR,2023,8,Singapore,DEL,VENTURE CORP,2023-08-31,,V03.SI
Aug23,QIR,2023,8,Taiwan,ADD,GIGABYTE TECHNOLOGY CO,2023-08-31,2376,2376
Aug23,QIR,2023,8,Taiwan,DEL,WIN SEMICONDUCTORS,2023-08-31,3105,3105
Aug23,QIR,2023,8,Thailand,ADD,TMBTHANACHART BANK,2023-08-31,,TTB-R.BK
Aug23,QIR,2023,8,Thailand,DEL,CARABAO GROUP,2023-08-31,,CBG.BK
Aug23,QIR,2023,8,Thailand,DEL,SRISAWAD CORP,2023-08-31,,SAWAD.BK
Nov23,SAIR,2023,11,Australia,ADD,CARSALES.COM.AU,2023-11-30,,
Nov23,SAIR,2023,11,Australia,DEL,LENDLEASE GROUP,2023-11-30,,LLC.AX
Nov23,SAIR,2023,11,China,ADD,ACM RESEARCH A (HK-C),2023-11-30,,688082.SS
Nov23,SAIR,2023,11,China,ADD,BRILLIANCE CHINA AUTO,2023-11-30,,1114.HK
Nov23,SAIR,2023,11,China,ADD,CATHAY BIOTECH A (HK-C),2023-11-30,,688065.SS
Nov23,SAIR,2023,11,China,ADD,CGN POWER CO A (HK-C),2023-11-30,,003816.SZ
Nov23,SAIR,2023,11,China,ADD,CSPC INNOVATION A (HK-C),2023-11-30,,300765.SZ
Nov23,SAIR,2023,11,China,ADD,CSSC SCI & TECH A (HK-C),2023-11-30,,600072.SS
Nov23,SAIR,2023,11,China,ADD,EMPYREAN TECH A (HK-C),2023-11-30,,301269.SZ
Nov23,SAIR,2023,11,China,ADD,HLA GROUP CORP A (HK-C),2023-11-30,,600398.SS
Nov23,SAIR,2023,11,China,ADD,HWATSING TECH A (HK-C),2023-11-30,,688120.SS
Nov23,SAIR,2023,11,China,ADD,HYGON INFO TECH A (HK-C),2023-11-30,,688041.SS
Nov23,SAIR,2023,11,China,ADD,OFILM GROUP CO A (HK-C),2023-11-30,,002456.SZ
Nov23,SAIR,2023,11,China,ADD,RANGE INTEL A (HK-C),2023-11-30,,300442.SZ
Nov23,SAIR,2023,11,China,ADD,SHANGHAI UNITED A (HK-C),2023-11-30,,688271.SS
Nov23,SAIR,2023,11,China,ADD,SHENZHEN GOODIX A (HK-C),2023-11-30,,603160.SS
Nov23,SAIR,2023,11,China,ADD,SICHUAN CHANGHON A(HK-C),2023-11-30,,600839.SS
Nov23,SAIR,2023,11,China,ADD,TIANFENG SEC A(HK-C),2023-11-30,,601162.SS
Nov23,SAIR,2023,11,China,ADD,TSINGHUA TONGFA A (HK-C),2023-11-30,,600100.SS
Nov23,SAIR,2023,11,China,ADD,ZHANGJIANG HI A (HK-C),2023-11-30,,600895.SS
Nov23,SAIR,2023,11,China,ADD,ZHEJIANG LEAPMOTOR H,2023-11-30,,9863.HK
Nov23,SAIR,2023,11,China,DEL,BEIJING CPTL INTL AIR H,2023-11-30,,
Nov23,SAIR,2023,11,China,DEL,CHINA CONCH VENTURE,2023-11-30,,0586.HK
Nov23,SAIR,2023,11,China,DEL,CHINA JINMAO HLDGS GROUP,2023-11-30,,
Nov23,SAIR,2023,11,China,DEL,CHINA MEIDONG AUTO HLDG,2023-11-30,,
Nov23,SAIR,2023,11,China,DEL,CHINA RESOURCES CEMENT,2023-11-30,,
Nov23,SAIR,2023,11,China,DEL,CHONGQING FULIN A (HK-C),2023-11-30,,002507.SZ
Nov23,SAIR,2023,11,China,DEL,CNNC HUA YUAN A (HK-C),2023-11-30,,
Nov23,SAIR,2023,11,China,DEL,DAJIN HEAVY IND A (HK-C),2023-11-30,,002487.SZ
Nov23,SAIR,2023,11,China,DEL,DONGYUE,2023-11-30,,0189.HK
Nov23,SAIR,2023,11,China,DEL,GUANGZHOU GREAT A (HK-C),2023-11-30,,300438.SZ
Nov23,SAIR,2023,11,China,DEL,HUNAN CHANGYUAN A (HK-C),2023-11-30,,
Nov23,SAIR,2023,11,China,DEL,JIUMAOJIU INTL HLDGS,2023-11-30,,
Nov23,SAIR,2023,11,China,DEL,RIYUE HEAVY A (HK-C),2023-11-30,,603218.SS
Nov23,SAIR,2023,11,China,DEL,SHENZHEN INTL HOLDINGS,2023-11-30,,
Nov23,SAIR,2023,11,China,DEL,SHENZHEN KSTAR A (HK-C),2023-11-30,,002518.SZ
Nov23,SAIR,2023,11,China,DEL,SICHUAN NEW ENER A(HK-C),2023-11-30,,000155.SZ
Nov23,SAIR,2023,11,China,DEL,SICHUAN YAHUA A (HK-C),2023-11-30,,002497.SZ
Nov23,SAIR,2023,11,China,DEL,YIHAI INTL HLDG,2023-11-30,,
Nov23,SAIR,2023,11,China,DEL,ZB QIXIANG TENG A (HK-C),2023-11-30,,
Nov23,SAIR,2023,11,HongKong,ADD,WHARF HOLDINGS(HK),2023-11-30,,
Nov23,SAIR,2023,11,India,ADD,APL APOLLO TUBES,2023-11-30,,APLAPOLLO
Nov23,SAIR,2023,11,India,ADD,INDUSIND BANK,2023-11-30,,INDUSINDBK.BO
Nov23,SAIR,2023,11,India,ADD,MACROTECH DEVELOPERS,2023-11-30,,
Nov23,SAIR,2023,11,India,ADD,ONE 97 COMMUNICATIONS,2023-11-30,,PAYTM.NS
Nov23,SAIR,2023,11,India,ADD,PERSISTENT SYSTEMS,2023-11-30,,PERSISTENT
Nov23,SAIR,2023,11,India,ADD,POLYCAB INDIA,2023-11-30,,POLYCAB
Nov23,SAIR,2023,11,India,ADD,SUZLON ENERGY LIMITED,2023-11-30,,SUZLON.NS
Nov23,SAIR,2023,11,India,ADD,TATA COMMUNICATIONS,2023-11-30,,TATACOMM
Nov23,SAIR,2023,11,India,ADD,TATA MOTORS A,2023-11-30,,TMCV.NS
Nov23,SAIR,2023,11,Indonesia,ADD,AMMAN MINERAL INTL,2023-11-30,,
Nov23,SAIR,2023,11,Indonesia,DEL,VALE INDONESIA,2023-11-30,,INCO
Nov23,SAIR,2023,11,Japan,DEL,CYBER AGENT,2023-11-30,,4751.T
Nov23,SAIR,2023,11,Japan,DEL,GMO PAYMENT GATEWAY,2023-11-30,,3769.T
Nov23,SAIR,2023,11,Japan,DEL,HAKUHODO DY HOLDINGS,2023-11-30,,2433.T
Nov23,SAIR,2023,11,Japan,DEL,KEIO CORP,2023-11-30,,9008.T
Nov23,SAIR,2023,11,Japan,DEL,KOBAYASHI PHARMA CO,2023-11-30,,4967.T
Nov23,SAIR,2023,11,Japan,DEL,KURITA WATER INDUSTRIES,2023-11-30,,
Nov23,SAIR,2023,11,Japan,DEL,LIXIL CORPORATION,2023-11-30,,5938.T
Nov23,SAIR,2023,11,Japan,DEL,NGK INSULATORS,2023-11-30,,
Nov23,SAIR,2023,11,Japan,DEL,PERSOL HOLDINGS CO,2023-11-30,,2181.T
Nov23,SAIR,2023,11,Japan,DEL,WELCIA HOLDINGS CO,2023-11-30,,
Nov23,SAIR,2023,11,Korea,ADD,KUMYANG,2023-11-30,,282720.KQ
Nov23,SAIR,2023,11,Korea,ADD,POSCO DX COMPANY,2023-11-30,,022100.KS
Nov23,SAIR,2023,11,Korea,ADD,SK TELECOM CO,2023-11-30,,017670.KS
Nov23,SAIR,2023,11,Korea,DEL,BGF RETAIL (NEW),2023-11-30,,
Nov23,SAIR,2023,11,Korea,DEL,KAKAO GAMES,2023-11-30,,293490.KQ
Nov23,SAIR,2023,11,Korea,DEL,LOTTE ENERGY MATERIALS,2023-11-30,,020150.KS
Nov23,SAIR,2023,11,Korea,DEL,PANOCEAN,2023-11-30,,028670.KS
Nov23,SAIR,2023,11,Malaysia,DEL,HONG LEONG FINANCIAL GRP,2023-11-30,,
Nov23,SAIR,2023,11,Taiwan,ADD,ALCHIP TECHNOLOGIES,2023-11-30,3661,3661
Nov23,SAIR,2023,11,Taiwan,DEL,GIANT MANUFACTURING CO.,2023-11-30,9921,9921
Nov23,SAIR,2023,11,Thailand,DEL,BGRIMM POWER,2023-11-30,,
Nov23,SAIR,2023,11,Thailand,DEL,ELECTRICITY GENERATING,2023-11-30,,EGCO.BK
Nov23,SAIR,2023,11,Thailand,DEL,RATCH GROUP PUBLIC CO,2023-11-30,,RATCH.BK
Feb24,QIR,2024,2,Australia,ADD,SEVEN GROUP HOLDINGS,2024-02-29,,
Feb24,QIR,2024,2,Australia,DEL,IGO,2024-02-29,,IGO.AX
Feb24,QIR,2024,2,China,ADD,CHINA MERCH EXP A (HK-C),2024-02-29,,001965.SZ
Feb24,QIR,2024,2,China,ADD,GIANT BIOGENE HOLDING,2024-02-29,,2367
Feb24,QIR,2024,2,China,ADD,MGI TECH A (HK-C),2024-02-29,,688114.SS
Feb24,QIR,2024,2,China,ADD,MIDEA GROUP CO A (HK-C),2024-02-29,,
Feb24,QIR,2024,2,China,ADD,NINGBO SANXING A (HK-C),2024-02-29,,601567.SS
Feb24,QIR,2024,2,China,DEL,3PEAK A (HK-C),2024-02-29,,688536.SS
Feb24,QIR,2024,2,China,DEL,3SBIO,2024-02-29,,1530.HK
Feb24,QIR,2024,2,China,DEL,ANHUI HONGLU A (HK-C),2024-02-29,,002541.SZ
Feb24,QIR,2024,2,China,DEL,APELOA PHARMA A (HK-C),2024-02-29,,000739.SZ
Feb24,QIR,2024,2,China,DEL,BEIJING E-HUALU A (HK-C),2024-02-29,,300212.SZ
Feb24,QIR,2024,2,China,DEL,BEIJING EASPRING A(HK-C),2024-02-29,,300073.SZ
Feb24,QIR,2024,2,China,DEL,BEIJING SHIJI A (HK-C),2024-02-29,,002153.SZ
Feb24,QIR,2024,2,China,DEL,BEIJING UNITED A (HK-C),2024-02-29,,603613.SS
Feb24,QIR,2024,2,China,DEL,BETTA PHARMA A (HK-C),2024-02-29,,300558.SZ
Feb24,QIR,2024,2,China,DEL,BGI GENOMICS A (HK-C),2024-02-29,,300676.SZ
Feb24,QIR,2024,2,China,DEL,BTG HOTELS GRP A (HK-C),2024-02-29,,
Feb24,QIR,2024,2,China,DEL,CECEP WIND-PWR A (HK-C),2024-02-29,,
Feb24,QIR,2024,2,China,DEL,CETC CYBERSPACE A (HK-C),2024-02-29,,002268.SZ
Feb24,QIR,2024,2,China,DEL,CHINA EVERBRIGHT ENV GRP,2024-02-29,,
Feb24,QIR,2024,2,China,DEL,CHINA MEHECO A (HK-C),2024-02-29,,600056.SS
